s_str,t_str,st_samestr,s_stem,t_stem,st_samestem,s_pos,t_pos,st_precede,st_follow,class
problem,issue,0,problem,issue,0,NN,NN,1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
this,such,0,this,such,0,DET,JJ,1,0,paraphrase
showed,shows,0,show,show,1,VBD,NNS,1,1,bigrammar-vtense
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
researches,research,0,research,research,1,VBZ,NN,0,1,bigrammar-others
on,in,0,on,in,0,IN,IN,1,1,bigrammar-prep
sequencial,sequential,0,sequencial,sequential,0,NN,NN,1,1,spelling
model,?,0,model,?,0,NN,?,0,0,unaligned
the,?,0,the,?,0,DET,?,0,0,unaligned
an,?,0,an,?,0,DET,?,0,0,mogrammar-det
Also,Furthermore,0,Also,Furthermore,0,RB,RB,1,1,paraphrase
problems,issues,0,problem,issue,0,NNS,NNS,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
fine-grainedness,'fine-grained nature',0,fine-grainedness,'fine-grained nature',0,JJ,'JJ POS',1,1,paraphrase
Especially,'In particular',0,Especially,'In particular',0,RB,'IN PPR',1,1,paraphrase
receiving,'has received',0,receive,'have receive',0,VBG,'VBZ PPR',1,1,paraphrase
Particularly,'In particular',0,Particularly,'In particular',0,RB,'IN PPR',1,1,paraphrase
exist,are,0,exist,be,0,VB,VBP,1,1,paraphrase
much,many,0,much,many,0,RB,JJ,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
At,In,0,At,In,0,IN,IN,1,1,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
splitted,split,0,splitted,split,0,NN,NN,1,1,spelling
?,as,0,?,as,0,?,IN,0,0,mogrammar-prep
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
exist,are,0,exist,be,0,VB,VBP,1,1,paraphrase
given,provided,0,give,provide,0,VBN,VBN,1,1,paraphrase
hereinafter,hereafter,0,hereinafter,hereafter,0,NN,RB,1,1,spelling
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
labels,label,0,label,label,1,NNS,NN,1,1,bigrammar-others
?,with,0,?,with,0,?,IN,0,0,mogrammar-prep
includes,include,0,include,include,1,VBZ,VB,1,1,bigrammar-others
use,'have used',0,use,'have use',0,NN,'VB PPR',1,1,bigrammar-vtense
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-others
shows,displays,0,show,display,0,NNS,NNS,1,1,paraphrase
considerable,substantial,0,considerable,substantial,0,JJ,JJ,1,0,paraphrase
poorer,worse,0,poor,bad,0,JJR,JJR,1,1,paraphrase
However,Nonetheless,0,However,Nonetheless,0,RB,RB,1,1,paraphrase
are,was,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
smaller,less,0,smaller,le,0,JJR,CC,1,1,paraphrase
the,an,0,the,an,0,DET,DET,1,1,bigrammar-det
considering,'taking into consideration',0,consider,'take into consideration',0,VBG,'VBG IN POS',1,1,paraphrase
shows,show,0,show,show,1,NNS,NN,1,1,bigrammar-others
fortunatelly,fortunately,0,fortunatelly,fortunately,0,RB,RB,0,1,typo
means,indicates,0,mean,indicate,0,NNS,VBZ,1,0,paraphrase
strongly,well,0,strongly,well,0,RB,RB,1,1,paraphrase
to,for,0,to,for,0,TO,IN,1,1,bigrammar-prep
improvements,improvement,0,improvement,improvement,1,NNS,NN,1,1,bigrammar-others
was,were,0,be,be,1,VBD,VBD,1,1,bigrammar-others
for,in,0,for,in,0,IN,IN,1,1,bigrammar-prep
by,because,0,by,because,0,IN,IN,1,1,paraphrase
saw,observed,0,see,observe,0,NN,JJ,1,1,paraphrase
Also,'In addition',0,Also,'In addition',0,RB,'IN POS',1,1,paraphrase
suggesting,'They suggested',0,suggest,'They suggest',0,VBG,'PRP PPR',0,1,paraphrase
representation,representing,0,representation,represent,0,NN,VBG,0,0,bigrammar-wform
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
in,with,0,in,with,0,IN,IN,1,1,bigrammar-prep
reduce,reduces,0,reduce,reduce,1,VB,VBZ,1,1,bigrammar-others
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
the,an,0,the,an,0,DET,DET,1,1,bigrammar-det
that,which,0,that,which,0,IN,WDT,1,0,bigrammar-others
decrease,'would decrease',0,decrease,'would decrease',0,NN,'MD POS',0,1,bigrammar-vtense
decomposes,'breaks down',0,decompose,'break down',0,NNS,'NNS PPR',1,1,paraphrase
such,so,0,such,so,0,JJ,RB,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
for,in,0,for,in,0,IN,IN,1,1,bigrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
into,in,0,into,in,0,IN,IN,1,1,bigrammar-prep
length,lengths,0,length,length,1,NN,NNS,1,1,bigrammar-others
pattern,patterns,0,pattern,pattern,1,NN,NNS,1,1,bigrammar-others
assume,assuming,0,assume,assume,1,VB,VBG,1,1,bigrammar-wform
are,is,0,be,be,1,VBP,VBZ,1,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
part,parts,0,part,part,1,NN,NNS,1,1,bigrammar-others
segment,segments,0,segment,segment,1,NN,NNS,1,0,bigrammar-others
such,so,0,such,so,0,JJ,RB,0,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
it,they,0,it,they,0,PRP,PRP,1,1,paraphrase
cut,cuts,0,cut,cut,1,NN,NNS,1,1,bigrammar-others
blocks,block,0,block,block,1,NNS,NN,1,1,bigrammar-others
an,?,0,an,?,0,DET,?,0,0,mogrammar-det
are,is,0,be,be,1,VBP,VBZ,1,1,bigrammar-others
cut,cuts,0,cut,cut,1,NN,NNS,1,1,bigrammar-others
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
from,of,0,from,of,0,IN,IN,1,1,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
with,of,0,with,of,0,IN,IN,1,1,bigrammar-prep
A,The,0,A,The,0,DET,DET,1,1,bigrammar-det
with,of,0,with,of,0,IN,IN,1,1,bigrammar-prep
employ,use,0,employ,use,0,VB,NN,1,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
employ,used,0,employ,use,0,VB,VBN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
boards,board,0,board,board,1,NNS,NN,1,1,bigrammar-others
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-others
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
between,from,0,between,from,0,IN,IN,1,1,bigrammar-prep
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
From,With,0,From,With,0,IN,IN,1,1,bigrammar-prep
with,at,0,with,at,0,IN,IN,1,1,bigrammar-prep
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
skewness,skew,0,skewness,skew,0,NNS,NN,1,1,bigrammar-wform
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
video,videos,0,video,video,1,NN,NNS,1,1,bigrammar-others
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
Forth,Fourth,0,Forth,Fourth,0,RB,JJ,1,1,spelling
decomposed,'broken down',0,decompose,'break down',0,NN,'JJ PPR',1,1,paraphrase
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
decomposed,'broken down',0,decompose,'break down',0,NN,'JJ PPR',1,1,paraphrase
0th,0,0,0th,0,0,NNP,CD,1,1,spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
by,using,0,by,use,0,IN,VBG,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
a,?,0,a,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
employ,use,0,employ,use,0,VB,NN,1,0,paraphrase
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
2,two,0,2,two,0,CD,CD,1,1,spelling
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
with,on,0,with,on,0,IN,IN,1,1,bigrammar-prep
of,from,0,of,from,0,IN,IN,1,0,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
shows,presents,0,show,present,0,NNS,NNS,1,1,paraphrase
since,because,0,since,because,0,IN,IN,0,1,paraphrase
fewer,less,0,fewer,le,0,JJR,CC,1,0,paraphrase
duplications,duplication,0,duplication,duplication,1,NNS,NN,0,1,bigrammar-others
of,in,0,of,in,0,IN,IN,1,1,bigrammar-prep
simple,simpler,0,simple,simple,1,JJ,JJR,1,1,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
show,present,0,show,present,0,NN,JJ,1,0,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'list,','table,',0,'list,','table,',0,PPR,PPR,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
result,results,0,result,result,1,NN,NNS,1,1,bigrammar-others
toward,towards,0,toward,towards,0,IN,IN,0,1,bigrammar-prep
direction,end,0,direction,end,0,NN,NN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
very,as,0,very,as,0,RB,IN,1,1,paraphrase
video,videos,0,video,video,1,NN,NNS,1,1,bigrammar-others
on,?,0,on,?,0,IN,?,0,0,mogrammar-prep
high,highest,0,high,high,1,JJ,JJS,0,1,bigrammar-wform
2,two,0,2,two,0,CD,CD,1,1,spelling
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
persons,people,0,person,people,0,NNS,NNS,0,1,spelling
unmatured,immature,0,unmatured,immature,0,NN,NN,1,1,bigrammar-wform
the,this,0,the,this,0,DET,DET,1,1,bigrammar-det
'\'personX\'','\'person-X\'',0,\personX\,\person-X\,0,NN,NN,1,1,spelling
'\'non-personX\'','\'non-person-X\'',0,\non-personX\,\non-person-X\,0,NN,NN,1,0,spelling
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-others
caption,captions,0,caption,caption,1,NN,NNS,1,1,bigrammar-others
leading,with,0,lead,with,0,VBG,IN,1,1,paraphrase
outperforms,outperforming,0,outperform,outperform,1,VBZ,VBG,1,1,bigrammar-wform
growing,growth,0,grow,growth,0,VBG,NN,1,1,bigrammar-wform
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
of,?,0,of,?,0,IN,?,0,0,mogrammar-det
text,texts,0,text,text,1,NN,NNS,0,1,bigrammar-others
a,?,0,a,?,0,DET,?,0,0,mogrammar-det
clue,clues,0,clue,clue,1,NN,NNS,1,0,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
persons,people,0,person,people,0,NNS,NNS,1,0,spelling
mentioned,above-mentioned,0,mention,above-mentioned,0,VBN,JJ,1,1,paraphrase
The,This,0,The,This,0,DET,DET,1,1,bigrammar-det
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-others
on,at,0,on,at,0,IN,IN,1,1,bigrammar-prep
chosen,specified,0,choose,specify,0,VBN,JJ,1,1,paraphrase
the,this,0,the,this,0,DET,DET,1,1,bigrammar-det
personX,person-X,0,personX,person-X,0,NN,JJ,1,1,spelling
non-personX,non-person-X,0,non-personX,non-person-X,0,JJ,JJ,1,1,spelling
relevant,relevancy,0,relevant,relevancy,0,JJ,NN,1,1,bigrammar-wform
employ,use,0,employ,use,0,VB,NN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
SVM,SVMs,0,SVM,SVMs,0,NNP,NNP,1,0,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
personB,person-B,0,personB,person-B,0,NN,JJ,1,1,spelling
in,to,0,in,to,0,IN,TO,1,1,bigrammar-prep
are,is,0,be,be,1,VBP,VBZ,1,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
doing,performing,0,do,perform,0,VBG,VBG,1,1,paraphrase
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
a,an,0,a,an,0,DET,DET,1,1,bigrammar-det
score,scores,0,score,score,1,NN,NNS,1,1,bigrammar-others
from,?,0,from,?,0,IN,?,0,0,mogrammar-prep
from,?,0,from,?,0,IN,?,0,0,mogrammar-prep
details,detail,0,detail,detail,1,NNS,NN,1,1,bigrammar-others
use,used,0,use,use,1,NN,VBN,1,1,bigrammar-vtense
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-others
from,?,0,from,?,0,IN,?,0,0,mogrammar-prep
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,0,bigrammar-wform
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,0,bigrammar-wform
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
performance,performances,0,performance,performance,1,NN,NNS,1,1,bigrammar-others
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
consists,consisted,0,consist,consist,1,VBZ,VBN,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
persons,individuals,0,person,individual,0,NNS,NNS,1,1,paraphrase
retrieved,retrieved,1,retrieve,retrieve,1,VBN,VBN,0,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
is,was,0,be,be,1,VBZ,VBD,1,1,bigrammar-wform
bestfit,best-fit,0,bestfit,best-fit,0,NN,JJ,1,1,spelling
PCA,'principle component analysis',0,PCA,'principle component analysis',0,NNP,'NN NN POS',1,1,paraphrase
The,A,0,The,A,0,DET,DET,0,1,bigrammar-det
popularly,commonly,0,popularly,commonly,0,RB,RB,1,1,paraphrase
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
that,which,0,that,which,0,IN,WDT,0,1,bigrammar-others
outliers,outlier,0,outlier,outlier,1,NNS,NN,0,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
indicates,indicated,0,indicate,indicate,1,VBZ,JJ,1,1,bigrammar-vtense
outperforms,outperformed,0,outperform,outperform,1,VBZ,VBN,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
performs,performed,0,perform,perform,1,VBZ,VBN,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
kernel,kernels,0,kernel,kernel,1,NN,NNS,1,1,bigrammar-others
amd,and,0,amd,and,0,NN,CC,1,1,typo
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
5,five,0,5,five,0,CD,CD,1,1,spelling
being,at,0,be,at,0,VBG,IN,1,0,paraphrase
5,five,0,5,five,0,CD,CD,0,1,spelling
5,five,0,5,five,0,CD,CD,1,1,spelling
outperforms,outperformed,0,outperform,outperform,1,VBZ,VBN,1,1,bigrammar-vtense
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-others
Figure,Figures,0,Figure,Figures,0,NNP,NNS,1,1,bigrammar-others
produces,produced,0,produce,produce,1,VBZ,VBN,1,1,bigrammar-vtense
on,at,0,on,at,0,IN,IN,1,1,bigrammar-prep
present,presented,0,present,present,1,JJ,VBN,1,1,bigrammar-vtense
rank,ranking,0,rank,rank,1,NN,JJ,1,1,paraphrase
by,using,0,by,use,0,IN,VBG,1,1,paraphrase
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
select,selected,0,select,select,1,JJ,JJ,1,1,bigrammar-vtense
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
classified,classifiers,0,classify,classifier,0,JJ,NNS,1,1,typo
by,from,0,by,from,0,IN,IN,1,1,bigrammar-prep
are,were,0,be,be,1,VBP,VBD,1,1,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
get,obtain,0,get,obtain,0,VB,VB,1,0,paraphrase
propose,proposed,0,propose,propose,1,VB,JJ,1,0,bigrammar-vtense
outliers,outlier,0,outlier,outlier,1,NNS,NN,1,1,bigrammar-wform
show,showed,0,show,show,1,NN,VBD,1,0,bigrammar-vtense
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
',',?,0,',',?,0,PPR,?,0,0,unaligned
appearance,appearances,0,appearance,appearance,1,NN,NNS,1,0,bigrammar-others
application,applications,0,application,application,1,NN,NNS,1,1,bigrammar-others
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
background,backgrounds,0,background,background,1,NN,NNS,1,1,bigrammar-others
fast,faster,0,fast,fast,1,RB,RBR,1,1,bigrammar-wform
includes,takes,0,include,take,0,VBZ,VBZ,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
one,a,0,one,a,0,CD,DET,1,0,paraphrase
containing,contain,0,contain,contain,1,VBG,VB,1,0,bigrammar-wform
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
since,because,0,since,because,0,IN,IN,1,1,paraphrase
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
is,are,0,be,be,1,VBZ,VBP,1,1,bigrammar-others
which,that,0,which,that,0,WDT,IN,1,0,bigrammar-others
beforehand,previously,0,beforehand,previously,0,RB,RB,0,0,paraphrase
one,a,0,one,a,0,CD,DET,1,0,paraphrase
at,in,0,at,in,0,IN,IN,1,1,bigrammar-prep
yet,but,0,yet,but,0,RB,CC,1,1,paraphrase
in,with,0,in,with,0,IN,IN,1,1,bigrammar-prep
consists,consist,0,consist,consist,1,VBZ,VB,1,1,bigrammar-others
sample,samples,0,sample,sample,1,NN,NNS,1,1,bigrammar-others
sample,samples,0,sample,sample,1,NN,NNS,1,1,bigrammar-others
in,from,0,in,from,0,IN,IN,1,1,bigrammar-prep
degree,degrees,0,degree,degree,1,NN,NNS,1,1,bigrammar-others
'90%',90,0,'90%',90,0,POS,CD,1,1,spelling
are,is,0,be,be,1,VBP,VBZ,1,1,bigrammar-others
?,an,0,?,an,0,?,DET,0,0,mogrammar-det
the,an,0,the,an,0,DET,DET,1,1,bigrammar-det
case,situation,0,case,situation,0,NN,NN,1,1,paraphrase
etc.hich,'etc. which',0,etc.hich,'etc. which',0,NN,'PP POS',1,1,typo
since,because,0,since,because,0,IN,IN,1,0,paraphrase
which,that,0,which,that,0,WDT,IN,1,1,bigrammar-others
Figure,Fig.,0,Figure,Fig.,0,NNP,PP,1,1,spelling
analyses,analyzes,0,analyse,analyze,0,NNS,NNS,1,0,spelling
on,for,0,on,for,0,IN,IN,1,1,bigrammar-prep
pose,poses,0,pose,pose,1,VB,VBZ,1,1,bigrammar-others
of,for,0,of,for,0,IN,IN,1,1,bigrammar-prep
a,the,0,a,the,0,DET,DET,1,1,bigrammar-det
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
the,their,0,the,their,0,DET,PRPS,1,1,bigrammar-det
the,the,1,the,the,1,DET,DET,1,1,bigrammar-det
the,the,1,the,the,1,DET,DET,1,0,bigrammar-det
al,al.,0,al,al.,0,NN,PP,1,1,spelling
with,to,0,with,to,0,IN,TO,1,0,bigrammar-prep
video,videos,0,video,video,1,NN,NNS,1,1,bigrammar-others
with,to,0,with,to,0,IN,TO,1,1,bigrammar-prep
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
applications,application,0,application,application,1,NNS,NN,0,0,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
illumination,illuminations,0,illumination,illumination,1,NN,NNS,1,1,bigrammar-others
expression,expressions,0,expression,expression,1,NN,NNS,1,1,bigrammar-others
scale,scales,0,scale,scale,1,NN,NNS,1,1,bigrammar-others
pose,poses,0,pose,pose,1,VB,VBZ,1,1,bigrammar-others
motion,motions,0,motion,motion,1,NN,NNS,1,1,bigrammar-inter
are,is,0,be,be,1,VBP,VBZ,1,1,bigrammar-others
varies,vary,0,vary,vary,1,VBZ,VB,1,1,bigrammar-others
variation,variations,0,variation,variation,1,NN,NNS,1,1,bigrammar-others
disappearance,disappearances,0,disappearance,disappearance,1,NN,NNS,1,1,bigrammar-others
part,parts,0,part,part,1,NN,NNS,1,1,bigrammar-others
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
face,faces,0,face,face,1,NN,NNS,0,1,bigrammar-others
variation,variations,0,variation,variation,1,NN,NNS,0,0,bigrammar-others
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
change,changes,0,change,change,1,NN,NNS,1,1,bigrammar-others
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
analyses,analyzes,0,analyse,analyze,0,NNS,NNS,1,1,spelling
that,which,0,that,which,0,IN,WDT,0,1,bigrammar-others
Figure,Fig.,0,Figure,Fig.,0,NNP,PP,1,1,spelling
as,for,0,as,for,0,IN,IN,1,1,bigrammar-prep
process,processes,0,process,process,1,NN,NNS,1,1,bigrammar-others
of,with,0,of,with,0,IN,IN,1,1,bigrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
in,on,0,in,on,0,IN,IN,1,1,bigrammar-prep
detector,detectors,0,detector,detector,1,NN,NNS,1,1,bigrammar-others
?,a,0,?,a,0,?,DET,0,0,mogrammar-det
al,al.,0,al,al.,0,NN,PP,1,1,spelling
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
the,a,0,the,a,0,DET,DET,1,1,bigrammar-det
expression,expressions,0,expression,expression,1,NN,NNS,1,1,bigrammar-others
illumination,illuminations,0,illumination,illumination,1,NN,NNS,1,1,bigrammar-others
occlusion,occlusions,0,occlusion,occlusion,1,NN,NNS,1,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
key-point,key-points,0,key-point,key-points,0,JJ,JJ,1,1,bigrammar-others
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
low,lower,0,low,low,1,JJ,JJR,1,1,bigrammar-wform
